analysis	reference	alternative	estimate	lower_confidence_limit	upper_confidence_limit
103	2007	2018	0.0961	-0.1753	0.3674
103	2007	2019	0.2017	-0.0647	0.4681
103	2007	2020	0.4593	0.1722	0.7464
103	2007	2021	0.17	-0.0978	0.4377
103	2007	2022	-0.0334	-0.3678	0.3009
103	2008	2009	-0.0516	-0.2627	0.1594
103	2008	2010	-0.1583	-0.4143	0.0976
103	2008	2011	-0.0696	-0.3064	0.1671
103	2008	2012	-0.0695	-0.3123	0.1734
103	2008	2013	-0.1592	-0.4351	0.1167
103	2008	2014	-0.0718	-0.3243	0.1806
103	2008	2015	0.0724	-0.1659	0.3108
103	2008	2016	0.14	-0.1009	0.3808
103	2008	2017	0.1429	-0.0895	0.3754
103	2008	2018	0.0366	-0.2253	0.2985
103	2008	2019	0.1423	-0.1107	0.3952
103	2008	2020	0.3999	0.1591	0.6407
103	2008	2021	0.1105	-0.1421	0.3631
103	2008	2022	-0.0929	-0.4336	0.2478
103	2009	2010	-0.1067	-0.3314	0.118
103	2009	2011	-0.018	-0.2555	0.2196
103	2009	2012	-0.0178	-0.2599	0.2243
103	2009	2013	-0.1076	-0.379	0.1638
103	2009	2014	-0.0202	-0.2754	0.235
103	2009	2015	0.1241	-0.1164	0.3646
103	2009	2016	0.1916	-0.0553	0.4385
103	2009	2017	0.1946	-0.0475	0.4367
103	2009	2018	0.0882	-0.1674	0.3439
103	2009	2019	0.1939	-0.0598	0.4476
103	2009	2020	0.4515	0.1914	0.7116
103	2009	2021	0.1621	-0.0867	0.411
103	2009	2022	-0.0413	-0.3718	0.2893
103	2010	2011	0.0887	-0.1377	0.3151
103	2010	2012	0.0889	-0.1632	0.3409
103	2010	2013	-9e-04	-0.266	0.2642
103	2010	2014	0.0865	-0.1758	0.3488
103	2010	2015	0.2307	-0.0311	0.4926
103	2010	2016	0.2983	0.0338	0.5628
103	2010	2017	0.3012	0.0391	0.5634
103	2010	2018	0.1949	-0.0623	0.4521
103	2010	2019	0.3006	0.0412	0.56
103	2010	2020	0.5581	0.2579	0.8584
103	2010	2021	0.2688	0.0109	0.5267
103	2010	2022	0.0654	-0.2486	0.3794
103	2011	2012	2e-04	-0.2105	0.2108
103	2011	2013	-0.0896	-0.3507	0.1714
103	2011	2014	-0.0022	-0.2497	0.2452
103	2011	2015	0.1421	-0.0986	0.3827
103	2011	2016	0.2096	-0.0353	0.4545
103	2011	2017	0.2126	-0.023	0.4481
103	2011	2018	0.1062	-0.1526	0.365
103	2011	2019	0.2119	-0.0413	0.4651
103	2011	2020	0.4695	0.2181	0.7208
103	2011	2021	0.1801	-0.0715	0.4318
103	2011	2022	-0.0233	-0.3568	0.3102
103	2012	2013	-0.0898	-0.318	0.1384
103	2012	2014	-0.0024	-0.242	0.2372
103	2012	2015	0.1419	-0.0923	0.3761
103	2012	2016	0.2094	-0.034	0.4529
103	2012	2017	0.2124	-0.0262	0.451
103	2012	2018	0.1061	-0.1476	0.3597
103	2012	2019	0.2117	-0.0395	0.463
103	2012	2020	0.4693	0.211	0.7276
103	2012	2021	0.18	-0.0672	0.4271
103	2012	2022	-0.0234	-0.3516	0.3047
103	2013	2014	0.0874	-0.1375	0.3123
103	2013	2015	0.2317	-0.0252	0.4886
103	2013	2016	0.2992	0.0316	0.5668
103	2013	2017	0.3022	0.0346	0.5697
103	2013	2018	0.1958	-0.0653	0.457
103	2013	2019	0.3015	0.0373	0.5657
103	2013	2020	0.5591	0.2488	0.8693
103	2013	2021	0.2697	0.0064	0.5331
103	2013	2022	0.0663	-0.2482	0.3808
103	2014	2015	0.1443	-0.0695	0.3581
103	2014	2016	0.2118	-0.0316	0.4553
103	2014	2017	0.2148	-0.0263	0.4559
103	2014	2018	0.1084	-0.1445	0.3614
103	2014	2019	0.2141	-0.0386	0.4669
103	2014	2020	0.4717	0.1977	0.7456
103	2014	2021	0.1823	-0.0688	0.4335
103	2014	2022	-0.0211	-0.3417	0.2996
103	2015	2016	0.0676	-0.138	0.2731
103	2015	2017	0.0705	-0.1536	0.2946
103	2015	2018	-0.0358	-0.2838	0.2121
103	2015	2019	0.0698	-0.1753	0.315
103	2015	2020	0.3274	0.0823	0.5726
103	2015	2021	0.0381	-0.2049	0.2811
103	2015	2022	-0.1653	-0.495	0.1644
103	2016	2017	0.003	-0.2014	0.2073
103	2016	2018	-0.1034	-0.3515	0.1447
103	2016	2019	0.0023	-0.241	0.2456
103	2016	2020	0.2599	0.0159	0.5039
103	2016	2021	-0.0295	-0.2783	0.2193
103	2016	2022	-0.2329	-0.565	0.0993
103	2017	2018	-0.1064	-0.3265	0.1138
103	2017	2019	-7e-04	-0.2357	0.2344
103	2017	2020	0.2569	0.0256	0.4883
103	2017	2021	-0.0324	-0.2751	0.2102
103	2017	2022	-0.2358	-0.5665	0.0948
103	2018	2019	0.1057	-0.1074	0.3187
103	2018	2020	0.3633	0.0803	0.6463
103	2018	2021	0.0739	-0.1666	0.3143
103	2018	2022	-0.1295	-0.4319	0.1728
103	2019	2020	0.2577	0.013	0.5024
103	2019	2021	-0.0318	-0.2704	0.2069
103	2019	2022	-0.2352	-0.5436	0.0732
103	2020	2021	-0.2894	-0.5372	-0.0416
103	2020	2022	-0.4928	-0.8631	-0.1224
103	2021	2022	-0.2035	-0.4613	0.0543
104	2007	2008	0.198	-0.1934	0.5894
104	2007	2009	0.0478	-0.3874	0.4831
104	2007	2010	0.1719	-0.3058	0.6497
104	2007	2011	0.3907	-0.1245	0.9059
104	2007	2012	0.5016	0.0194	0.9838
104	2007	2013	0.5698	0.0311	1.1085
104	2007	2014	0.3346	-0.1765	0.8457
104	2007	2015	0.252	-0.2556	0.7595
104	2007	2016	-0.089	-0.6142	0.4363
104	2007	2017	-0.3823	-0.9386	0.1741
104	2007	2018	-0.4974	-1.0671	0.0724
104	2007	2019	-0.4818	-1.0605	0.0969
104	2007	2020	-0.695	-1.3025	-0.0875
104	2007	2021	-0.7863	-1.406	-0.1666
104	2007	2022	-0.6871	-1.3953	0.0212
104	2008	2009	-0.1502	-0.52	0.2196
104	2008	2010	-0.0261	-0.4633	0.4111
104	2008	2011	0.1926	-0.2642	0.6495
104	2008	2012	0.3036	-0.1157	0.723
104	2008	2013	0.3718	-0.0948	0.8384
104	2008	2014	0.1366	-0.3265	0.5997
104	2008	2015	0.054	-0.3951	0.503
104	2008	2016	-0.287	-0.7914	0.2175
104	2008	2017	-0.5803	-1.139	-0.0216
104	2008	2018	-0.6954	-1.2643	-0.1265
104	2008	2019	-0.6798	-1.2348	-0.1248
104	2008	2020	-0.893	-1.503	-0.283
104	2008	2021	-0.9843	-1.6112	-0.3574
104	2008	2022	-0.8851	-1.5819	-0.1882
104	2009	2010	0.1241	-0.2226	0.4708
104	2009	2011	0.3428	-0.0837	0.7694
104	2009	2012	0.4538	0.052	0.8556
104	2009	2013	0.522	0.043	1.001
104	2009	2014	0.2868	-0.1627	0.7363
104	2009	2015	0.2041	-0.2382	0.6464
104	2009	2016	-0.1368	-0.6059	0.3323
104	2009	2017	-0.4301	-0.9342	0.074
104	2009	2018	-0.5452	-1.0632	-0.0273
104	2009	2019	-0.5296	-1.058	-0.0013
104	2009	2020	-0.7428	-1.3025	-0.1832
104	2009	2021	-0.8341	-1.4063	-0.2619
104	2009	2022	-0.7349	-1.4019	-0.0679
104	2010	2011	0.2187	-0.1486	0.586
104	2010	2012	0.3297	-0.066	0.7254
104	2010	2013	0.3979	-0.0765	0.8724
104	2010	2014	0.1627	-0.2966	0.622
104	2010	2015	0.08	-0.3737	0.5338
104	2010	2016	-0.2609	-0.7482	0.2264
104	2010	2017	-0.5542	-1.0822	-0.0262
104	2010	2018	-0.6693	-1.2108	-0.1278
104	2010	2019	-0.6537	-1.1999	-0.1075
104	2010	2020	-0.8669	-1.4502	-0.2836
104	2010	2021	-0.9582	-1.5548	-0.3616
104	2010	2022	-0.859	-1.5431	-0.1749
104	2011	2012	0.111	-0.2342	0.4561
104	2011	2013	0.1792	-0.2636	0.622
104	2011	2014	-0.056	-0.5105	0.3984
104	2011	2015	-0.1387	-0.5853	0.308
104	2011	2016	-0.4796	-0.9845	0.0252
104	2011	2017	-0.7729	-1.3322	-0.2137
104	2011	2018	-0.8881	-1.4592	-0.317
104	2011	2019	-0.8724	-1.4339	-0.311
104	2011	2020	-1.0857	-1.6998	-0.4715
104	2011	2021	-1.1769	-1.8067	-0.5472
104	2011	2022	-1.0777	-1.7793	-0.3762
104	2012	2013	0.0682	-0.2736	0.41
104	2012	2014	-0.167	-0.5512	0.2171
104	2012	2015	-0.2497	-0.6275	0.1282
104	2012	2016	-0.5906	-1.0433	-0.1379
104	2012	2017	-0.8839	-1.4012	-0.3666
104	2012	2018	-0.999	-1.5274	-0.4706
104	2012	2019	-0.9834	-1.4985	-0.4683
104	2012	2020	-1.1966	-1.7713	-0.6219
104	2012	2021	-1.2879	-1.8804	-0.6954
104	2012	2022	-1.1887	-1.8531	-0.5242
104	2013	2014	-0.2352	-0.602	0.1315
104	2013	2015	-0.3179	-0.7223	0.0866
104	2013	2016	-0.6589	-1.1589	-0.1588
104	2013	2017	-0.9522	-1.5294	-0.3749
104	2013	2018	-1.0673	-1.6561	-0.4784
104	2013	2019	-1.0516	-1.6161	-0.4872
104	2013	2020	-1.2648	-1.8999	-0.6297
104	2013	2021	-1.3561	-2.011	-0.7012
104	2013	2022	-1.2569	-1.9672	-0.5466
104	2014	2015	-0.0826	-0.4289	0.2637
104	2014	2016	-0.4236	-0.8725	0.0253
104	2014	2017	-0.7169	-1.2351	-0.1987
104	2014	2018	-0.832	-1.3721	-0.292
104	2014	2019	-0.8164	-1.3557	-0.2771
104	2014	2020	-1.0296	-1.6206	-0.4386
104	2014	2021	-1.1209	-1.7299	-0.5119
104	2014	2022	-1.0217	-1.7085	-0.3349
104	2015	2016	-0.341	-0.7166	0.0347
104	2015	2017	-0.6343	-1.1231	-0.1455
104	2015	2018	-0.7494	-1.2692	-0.2296
104	2015	2019	-0.7338	-1.2515	-0.2161
104	2015	2020	-0.947	-1.5298	-0.3642
104	2015	2021	-1.0383	-1.6421	-0.4344
104	2015	2022	-0.939	-1.6161	-0.262
104	2016	2017	-0.2933	-0.6857	0.0991
104	2016	2018	-0.4084	-0.8872	0.0704
104	2016	2019	-0.3928	-0.9143	0.1287
104	2016	2020	-0.606	-1.1796	-0.0325
104	2016	2021	-0.6973	-1.2939	-0.1008
104	2016	2022	-0.5981	-1.2887	0.0926
104	2017	2018	-0.1151	-0.5089	0.2786
104	2017	2019	-0.0995	-0.6079	0.4088
104	2017	2020	-0.3127	-0.8737	0.2482
104	2017	2021	-0.404	-0.9958	0.1878
104	2017	2022	-0.3048	-1.0092	0.3996
104	2018	2019	0.0156	-0.397	0.4281
104	2018	2020	-0.1976	-0.7141	0.3188
104	2018	2021	-0.2889	-0.86	0.2822
104	2018	2022	-0.1897	-0.8792	0.4999
104	2019	2020	-0.2132	-0.637	0.2107
104	2019	2021	-0.3045	-0.8375	0.2285
104	2019	2022	-0.2053	-0.8562	0.4457
104	2020	2021	-0.0913	-0.5052	0.3226
104	2020	2022	0.0079	-0.5836	0.5994
104	2021	2022	0.0992	-0.3524	0.5507
105	2007	2008	-0.0918	-0.1799	-0.0037
105	2007	2009	-0.0028	-0.0958	0.0902
105	2007	2010	-0.0551	-0.1269	0.0167
105	2007	2011	-0.0499	-0.1431	0.0432
105	2007	2012	-0.1067	-0.2053	-0.008
105	2007	2013	-0.2699	-0.354	-0.1858
105	2007	2014	-0.3187	-0.4169	-0.2204
105	2007	2015	-0.2186	-0.3172	-0.12
105	2007	2016	-0.3893	-0.4698	-0.3089
105	2007	2017	-0.4039	-0.4995	-0.3082
105	2007	2018	-0.377	-0.4747	-0.2792
105	2007	2019	-0.3343	-0.4184	-0.2502
105	2007	2020	-0.2677	-0.3649	-0.1705
105	2007	2021	-0.2242	-0.3204	-0.1279
105	2007	2022	-0.2757	-0.3709	-0.1805
105	2008	2009	0.089	-0.0047	0.1828
105	2008	2010	0.0367	-0.0535	0.1268
105	2008	2011	0.0419	-0.0354	0.1191
105	2008	2012	-0.0149	-0.1144	0.0847
105	2008	2013	-0.1781	-0.275	-0.0812
105	2008	2014	-0.2268	-0.3117	-0.142
105	2008	2015	-0.1268	-0.2267	-0.0269
105	2008	2016	-0.2975	-0.3917	-0.2033
105	2008	2017	-0.3121	-0.3947	-0.2295
105	2008	2018	-0.2851	-0.3837	-0.1866
105	2008	2019	-0.2425	-0.3387	-0.1463
105	2008	2020	-0.1759	-0.2604	-0.0914
105	2008	2021	-0.1323	-0.2282	-0.0365
105	2008	2022	-0.1839	-0.2915	-0.0763
105	2009	2010	-0.0524	-0.1446	0.0399
105	2009	2011	-0.0471	-0.1447	0.0504
105	2009	2012	-0.1039	-0.1903	-0.0175
105	2009	2013	-0.2671	-0.3678	-0.1664
105	2009	2014	-0.3159	-0.4175	-0.2143
105	2009	2015	-0.2158	-0.3047	-0.1269
105	2009	2016	-0.3865	-0.4841	-0.2889
105	2009	2017	-0.4011	-0.5006	-0.3017
105	2009	2018	-0.3742	-0.4624	-0.286
105	2009	2019	-0.3315	-0.4316	-0.2314
105	2009	2020	-0.2649	-0.3657	-0.1641
105	2009	2021	-0.2214	-0.3077	-0.135
105	2009	2022	-0.2729	-0.3833	-0.1625
105	2010	2011	0.0052	-0.0879	0.0983
105	2010	2012	-0.0515	-0.1509	0.0478
105	2010	2013	-0.2148	-0.2989	-0.1306
105	2010	2014	-0.2635	-0.3625	-0.1645
105	2010	2015	-0.1635	-0.2631	-0.0639
105	2010	2016	-0.3342	-0.4152	-0.2531
105	2010	2017	-0.3488	-0.4456	-0.2519
105	2010	2018	-0.3218	-0.4202	-0.2234
105	2010	2019	-0.2792	-0.3646	-0.1937
105	2010	2020	-0.2126	-0.3107	-0.1145
105	2010	2021	-0.169	-0.2662	-0.0719
105	2010	2022	-0.2205	-0.3172	-0.1239
105	2011	2012	-0.0567	-0.1563	0.0429
105	2011	2013	-0.22	-0.3207	-0.1193
105	2011	2014	-0.2687	-0.3559	-0.1815
105	2011	2015	-0.1687	-0.2706	-0.0667
105	2011	2016	-0.3394	-0.4374	-0.2413
105	2011	2017	-0.354	-0.4391	-0.2688
105	2011	2018	-0.327	-0.4282	-0.2258
105	2011	2019	-0.2844	-0.3843	-0.1844
105	2011	2020	-0.2178	-0.3051	-0.1305
105	2011	2021	-0.1742	-0.2727	-0.0758
105	2011	2022	-0.2258	-0.337	-0.1145
105	2012	2013	-0.1633	-0.2664	-0.0601
105	2012	2014	-0.212	-0.3173	-0.1066
105	2012	2015	-0.1119	-0.2055	-0.0184
105	2012	2016	-0.2826	-0.3856	-0.1797
105	2012	2017	-0.2972	-0.4006	-0.1938
105	2012	2018	-0.2703	-0.3636	-0.177
105	2012	2019	-0.2276	-0.3323	-0.1229
105	2012	2020	-0.1611	-0.2657	-0.0564
105	2012	2021	-0.1175	-0.2097	-0.0253
105	2012	2022	-0.169	-0.2837	-0.0543
105	2013	2014	-0.0487	-0.1506	0.0531
105	2013	2015	0.0513	-0.0545	0.1571
105	2013	2016	-0.1194	-0.2058	-0.033
105	2013	2017	-0.134	-0.2363	-0.0316
105	2013	2018	-0.107	-0.2116	-0.0025
105	2013	2019	-0.0644	-0.1552	0.0264
105	2013	2020	0.0022	-0.1016	0.1061
105	2013	2021	0.0458	-0.0577	0.1492
105	2013	2022	-0.0058	-0.1065	0.0949
105	2014	2015	0.1001	-0.0034	0.2036
105	2014	2016	-0.0707	-0.172	0.0306
105	2014	2017	-0.0852	-0.1722	0.0017
105	2014	2018	-0.0583	-0.1623	0.0457
105	2014	2019	-0.0156	-0.1189	0.0876
105	2014	2020	0.0509	-0.039	0.1409
105	2014	2021	0.0945	-0.0078	0.1967
105	2014	2022	0.043	-0.0712	0.1571
105	2015	2016	-0.1707	-0.2711	-0.0703
105	2015	2017	-0.1853	-0.2884	-0.0822
105	2015	2018	-0.1584	-0.2514	-0.0653
105	2015	2019	-0.1157	-0.2194	-0.012
105	2015	2020	-0.0491	-0.154	0.0558
105	2015	2021	-0.0056	-0.0977	0.0866
105	2015	2022	-0.0571	-0.1712	0.057
105	2016	2017	-0.0146	-0.112	0.0829
105	2016	2018	0.0124	-0.0889	0.1136
105	2016	2019	0.055	-0.0292	0.1393
105	2016	2020	0.1216	0.0209	0.2223
105	2016	2021	0.1652	0.0648	0.2655
105	2016	2022	0.1136	0.0184	0.2088
105	2017	2018	0.0269	-0.0728	0.1267
105	2017	2019	0.0696	-0.0313	0.1705
105	2017	2020	0.1362	0.0504	0.222
105	2017	2021	0.1797	0.0808	0.2787
105	2017	2022	0.1282	0.0161	0.2403
105	2018	2019	0.0427	-0.0577	0.143
105	2018	2020	0.1092	0.006	0.2125
105	2018	2021	0.1528	0.065	0.2406
105	2018	2022	0.1013	-0.0113	0.2138
105	2019	2020	0.0666	-0.0338	0.167
105	2019	2021	0.1101	0.0087	0.2116
105	2019	2022	0.0586	-0.0351	0.1523
105	2020	2021	0.0436	-0.0555	0.1426
105	2020	2022	-0.008	-0.1213	0.1053
105	2021	2022	-0.0515	-0.16	0.057
106	2007	2008	0.0123	-0.1256	0.1503
106	2007	2009	0.0392	-0.1404	0.2189
106	2007	2010	0.058	-0.1362	0.2522
106	2007	2011	0.0567	-0.145	0.2585
106	2007	2012	0.0521	-0.1554	0.2596
106	2007	2013	0.0268	-0.1897	0.2433
106	2007	2014	0.1065	-0.0984	0.3115
106	2007	2015	0.1434	-0.0657	0.3525
106	2007	2016	0.1991	-0.0273	0.4254
106	2007	2017	0.2166	-0.0081	0.4413
106	2007	2018	0.1492	-0.0601	0.3585
106	2007	2019	0.126	-0.0867	0.3387
106	2007	2020	0.082	-0.125	0.2889
106	2007	2021	0.0658	-0.1498	0.2814
106	2007	2022	0.0418	-0.1975	0.2811
106	2008	2009	0.0269	-0.1045	0.1583
106	2008	2010	0.0457	-0.1133	0.2046
106	2008	2011	0.0444	-0.1263	0.215
106	2008	2012	0.0397	-0.1404	0.2199
106	2008	2013	0.0144	-0.1797	0.2086
106	2008	2014	0.0942	-0.0833	0.2716
106	2008	2015	0.1311	-0.0521	0.3142
106	2008	2016	0.1867	-0.0165	0.3899
106	2008	2017	0.2042	0.0033	0.4051
106	2008	2018	0.1369	-0.0479	0.3216
106	2008	2019	0.1136	-0.0755	0.3027
106	2008	2020	0.0696	-0.112	0.2512
106	2008	2021	0.0535	-0.1387	0.2456
106	2008	2022	0.0294	-0.1916	0.2505
106	2009	2010	0.0188	-0.1119	0.1494
106	2009	2011	0.0175	-0.1437	0.1786
106	2009	2012	0.0129	-0.1642	0.1899
106	2009	2013	-0.0124	-0.2116	0.1867
106	2009	2014	0.0673	-0.113	0.2475
106	2009	2015	0.1042	-0.0783	0.2866
106	2009	2016	0.1598	-0.0375	0.3571
106	2009	2017	0.1773	-0.0178	0.3724
106	2009	2018	0.11	-0.0751	0.295
106	2009	2019	0.0867	-0.1044	0.2779
106	2009	2020	0.0427	-0.1452	0.2306
106	2009	2021	0.0266	-0.1695	0.2227
106	2009	2022	0.0026	-0.2239	0.229
106	2010	2011	-0.0013	-0.1313	0.1288
106	2010	2012	-0.0059	-0.1685	0.1567
106	2010	2013	-0.0312	-0.2232	0.1608
106	2010	2014	0.0485	-0.1252	0.2222
106	2010	2015	0.0854	-0.0914	0.2622
106	2010	2016	0.141	-0.0473	0.3293
106	2010	2017	0.1585	-0.028	0.345
106	2010	2018	0.0912	-0.0902	0.2726
106	2010	2019	0.068	-0.1187	0.2546
106	2010	2020	0.0239	-0.1614	0.2093
106	2010	2021	0.0078	-0.1862	0.2018
106	2010	2022	-0.0162	-0.2405	0.208
106	2011	2012	-0.0046	-0.1348	0.1256
106	2011	2013	-0.0299	-0.2037	0.1439
106	2011	2014	0.0498	-0.1144	0.214
106	2011	2015	0.0867	-0.0862	0.2596
106	2011	2016	0.1423	-0.0469	0.3316
106	2011	2017	0.1598	-0.0276	0.3473
106	2011	2018	0.0925	-0.0876	0.2727
106	2011	2019	0.0692	-0.1167	0.2552
106	2011	2020	0.0252	-0.1561	0.2065
106	2011	2021	0.0091	-0.1825	0.2007
106	2011	2022	-0.0149	-0.2369	0.2071
106	2012	2013	-0.0252	-0.1647	0.1143
106	2012	2014	0.0544	-0.0999	0.2088
106	2012	2015	0.0914	-0.0781	0.2608
106	2012	2016	0.147	-0.0467	0.3407
106	2012	2017	0.1645	-0.0307	0.3598
106	2012	2018	0.0972	-0.0833	0.2777
106	2012	2019	0.0739	-0.1134	0.2612
106	2012	2020	0.0299	-0.1512	0.211
106	2012	2021	0.0137	-0.1758	0.2033
106	2012	2022	-0.0103	-0.2288	0.2083
106	2013	2014	0.0798	-0.0665	0.2261
106	2013	2015	0.1168	-0.0617	0.2952
106	2013	2016	0.1725	-0.0445	0.3895
106	2013	2017	0.19	-0.0338	0.4138
106	2013	2018	0.1225	-0.0728	0.3178
106	2013	2019	0.0992	-0.1013	0.2998
106	2013	2020	0.0552	-0.1339	0.2442
106	2013	2021	0.039	-0.1585	0.2365
106	2013	2022	0.015	-0.2037	0.2337
106	2014	2015	0.0369	-0.0885	0.1624
106	2014	2016	0.0926	-0.0678	0.2529
106	2014	2017	0.1101	-0.0549	0.275
106	2014	2018	0.0427	-0.1246	0.2101
106	2014	2019	0.0195	-0.156	0.1949
106	2014	2020	-0.0246	-0.1959	0.1468
106	2014	2021	-0.0407	-0.2248	0.1434
106	2014	2022	-0.0647	-0.2808	0.1514
106	2015	2016	0.0556	-0.0757	0.1869
106	2015	2017	0.0732	-0.0784	0.2247
106	2015	2018	0.0058	-0.1551	0.1667
106	2015	2019	-0.0174	-0.1901	0.1552
106	2015	2020	-0.0615	-0.2348	0.1119
106	2015	2021	-0.0776	-0.2618	0.1066
106	2015	2022	-0.1016	-0.3194	0.1161
106	2016	2017	0.0175	-0.107	0.142
106	2016	2018	-0.0498	-0.2122	0.1126
106	2016	2019	-0.0731	-0.2487	0.1026
106	2016	2020	-0.1171	-0.3055	0.0713
106	2016	2021	-0.1333	-0.3353	0.0687
106	2016	2022	-0.1573	-0.3933	0.0786
106	2017	2018	-0.0674	-0.2029	0.0682
106	2017	2019	-0.0906	-0.2518	0.0705
106	2017	2020	-0.1347	-0.3144	0.0451
106	2017	2021	-0.1508	-0.3485	0.0468
106	2017	2022	-0.1749	-0.41	0.0603
106	2018	2019	-0.0233	-0.1506	0.104
106	2018	2020	-0.0673	-0.2175	0.0829
106	2018	2021	-0.0835	-0.2524	0.0855
106	2018	2022	-0.1075	-0.3132	0.0982
106	2019	2020	-0.044	-0.1723	0.0843
106	2019	2021	-0.0602	-0.2218	0.1014
106	2019	2022	-0.0842	-0.2837	0.1153
106	2020	2021	-0.0162	-0.1447	0.1124
106	2020	2022	-0.0402	-0.2181	0.1378
106	2021	2022	-0.024	-0.1653	0.1174
107	2007	2010	-0.0965	-0.2115	0.0185
107	2007	2013	-0.1974	-0.3305	-0.0643
107	2007	2016	-0.3022	-0.451	-0.1534
107	2007	2019	-0.4686	-0.6334	-0.3038
107	2007	2022	-0.52	-0.7334	-0.3066
107	2010	2013	-0.1009	-0.217	0.0153
107	2010	2016	-0.2057	-0.3476	-0.0639
107	2010	2019	-0.3721	-0.5326	-0.2117
107	2010	2022	-0.4235	-0.6333	-0.2138
107	2013	2016	-0.1049	-0.2274	0.0176
107	2013	2019	-0.2713	-0.4231	-0.1194
107	2013	2022	-0.3227	-0.5271	-0.1183
107	2016	2019	-0.1664	-0.2965	-0.0363
107	2016	2022	-0.2178	-0.4105	-0.0251
107	2019	2022	-0.0514	-0.2082	0.1054
108	2007	2008	0.1864	-0.1256	0.4985
108	2007	2009	0.3882	0.0048	0.7717
108	2007	2010	0.5198	0.1367	0.9029
108	2007	2011	0.8339	0.4025	1.2653
108	2007	2012	1.0977	0.6282	1.5673
108	2007	2013	1.2104	0.757	1.6637
108	2007	2014	1.2861	0.8002	1.772
108	2007	2015	1.4052	0.8926	1.9178
108	2007	2016	1.4188	0.9521	1.8854
108	2007	2017	1.4271	0.939	1.9151
108	2007	2018	1.336	0.8548	1.8172
108	2007	2019	1.4552	0.9759	1.9344
108	2007	2020	1.4048	0.9117	1.8979
108	2007	2021	1.3146	0.8049	1.8243
108	2007	2022	1.2491	0.7171	1.7811
108	2008	2009	0.2018	-0.1159	0.5195
108	2008	2010	0.3334	-0.0266	0.6933
108	2008	2011	0.6475	0.2444	1.0505
108	2008	2012	0.9114	0.4661	1.3566
108	2008	2013	1.024	0.586	1.4621
108	2008	2014	1.0997	0.6299	1.5696
108	2008	2015	1.2189	0.7242	1.7135
108	2008	2016	1.2324	0.7779	1.687
108	2008	2017	1.2407	0.7691	1.7123
108	2008	2018	1.1496	0.6754	1.6237
108	2008	2019	1.2688	0.802	1.7356
108	2008	2020	1.2184	0.7408	1.6959
108	2008	2021	1.1282	0.6267	1.6296
108	2008	2022	1.0627	0.5311	1.5943
108	2009	2010	0.1316	-0.1785	0.4416
108	2009	2011	0.4457	0.0727	0.8187
108	2009	2012	0.7096	0.2968	1.1224
108	2009	2013	0.8223	0.4042	1.2403
108	2009	2014	0.8979	0.447	1.3489
108	2009	2015	1.0171	0.5466	1.4876
108	2009	2016	1.0306	0.5959	1.4653
108	2009	2017	1.0389	0.5859	1.4919
108	2009	2018	0.9478	0.4881	1.4074
108	2009	2019	1.067	0.6207	1.5133
108	2009	2020	1.0166	0.5568	1.4763
108	2009	2021	0.9264	0.441	1.4117
108	2009	2022	0.8609	0.3393	1.3825
108	2010	2011	0.3141	-0.0033	0.6316
108	2010	2012	0.5781	0.1833	0.9728
108	2010	2013	0.6907	0.2937	1.0877
108	2010	2014	0.7664	0.3324	1.2004
108	2010	2015	0.8855	0.4243	1.3467
108	2010	2016	0.8991	0.48	1.3181
108	2010	2017	0.9074	0.4684	1.3463
108	2010	2018	0.8162	0.3732	1.2592
108	2010	2019	0.9355	0.5037	1.3672
108	2010	2020	0.885	0.4383	1.3318
108	2010	2021	0.7948	0.3202	1.2694
108	2010	2022	0.7294	0.2217	1.237
108	2011	2012	0.2639	-0.0503	0.5781
108	2011	2013	0.3766	0.016	0.7371
108	2011	2014	0.4523	0.0539	0.8506
108	2011	2015	0.5714	0.1441	0.9987
108	2011	2016	0.585	0.1881	0.9818
108	2011	2017	0.5932	0.1848	1.0017
108	2011	2018	0.5021	0.0662	0.938
108	2011	2019	0.6213	0.207	1.0357
108	2011	2020	0.5709	0.1491	0.9928
108	2011	2021	0.4807	0.0158	0.9456
108	2011	2022	0.4152	-0.0934	0.9239
108	2012	2013	0.1127	-0.2009	0.4262
108	2012	2014	0.1884	-0.2015	0.5783
108	2012	2015	0.3075	-0.1087	0.7237
108	2012	2016	0.3211	-0.0784	0.7205
108	2012	2017	0.3293	-0.0938	0.7524
108	2012	2018	0.2382	-0.2154	0.6918
108	2012	2019	0.3575	-0.0684	0.7833
108	2012	2020	0.307	-0.1325	0.7466
108	2012	2021	0.2168	-0.2625	0.6961
108	2012	2022	0.1513	-0.3744	0.6771
108	2013	2014	0.0757	-0.2417	0.3931
108	2013	2015	0.1948	-0.1861	0.5757
108	2013	2016	0.2084	-0.1553	0.5721
108	2013	2017	0.2167	-0.1894	0.6227
108	2013	2018	0.1255	-0.3144	0.5654
108	2013	2019	0.2448	-0.1701	0.6597
108	2013	2020	0.1943	-0.2376	0.6263
108	2013	2021	0.1041	-0.3685	0.5768
108	2013	2022	0.0387	-0.4761	0.5534
108	2014	2015	0.1191	-0.2078	0.4461
108	2014	2016	0.1327	-0.2348	0.5001
108	2014	2017	0.141	-0.2693	0.5512
108	2014	2018	0.0498	-0.399	0.4986
108	2014	2019	0.1691	-0.2612	0.5994
108	2014	2020	0.1187	-0.3207	0.558
